lon;lat;Model1;Model2;Model3;GSMaP
97,13 ;-2,25 ;9,97;9,88;10,89;7,44
97,13 ;-2,13 ;10,75;10,98;12,53;12
97,13 ;-2,00 ;14,12;11,81;12,77;15,36
97,13 ;-1,88 ;13,5;11,73;11,22;12,96
97,13 ;-1,75 ;12,31;11,78;11,92;15,36
97,13 ;-1,63 ;12,5;12,31;11,73;15,36
97,13 ;-1,50 ;13,31;12,41;11,33;17,52
97,13 ;-1,38 ;13,56;12,34;10,52;31,68
97,13 ;-1,25 ;11,69;10,8;10,14;35,76
97,13 ;-1,13 ;12,31;11,8;11,23;29,28
97,13 ;-1,00 ;12,75;10,64;11,45;26,88
97,13 ;-0,88 ;12,97;11,55;11,22;23,28
97,13 ;-0,75 ;13,5;10,19;14,05;15,84
97,13 ;-0,63 ;11,62;11,2;10,11;11,04
97,13 ;-0,50 ;11,5;11,3;13,45;12,48
97,13 ;-0,38 ;11,88;10,45;12,77;16,8
97,13 ;-0,25 ;13;11,2;10,91;16,8
97,13 ;-0,13 ;12,28;11,86;8,47;11,04
97,13 ;0,00 ;12,12;13,28;10,69;3,12
97,13 ;0,13 ;11,38;12,27;11,75;1,92
97,13 ;0,25 ;11,31;11,56;12,14;1,44
97,13 ;0,38 ;11,22;12,17;11,41;1,2
97,13 ;0,50 ;11,28;10,77;9,83;0,72
97,13 ;0,63 ;13,12;12,11;10,36;0,48
97,13 ;0,75 ;11,41;8,7;11,12;0
97,13 ;0,88 ;12,31;9,31;11,95;0
97,13 ;1,00 ;10,03;9,53;11,44;2,88
97,13 ;1,13 ;9,31;11,19;12,75;5,76
97,13 ;1,25 ;10,5;11,94;11,17;8,88
97,13 ;1,38 ;9,06;10,58;11;9,36
97,13 ;1,50 ;9,16;13,19;11,62;24,72
97,13 ;1,63 ;8,78;11,83;10,5;6,48
97,13 ;1,75 ;10,94;13,7;11,28;4,56
97,13 ;1,88 ;10;12,66;9,02;3,12
97,13 ;2,00 ;10,44;14,78;10,81;0
97,13 ;2,13 ;11,53;11,28;8,19;0,24
97,13 ;2,25 ;10,84;12,03;8,64;0
97,13 ;2,38 ;12,25;12,38;10,33;0,24
97,13 ;2,50 ;10,09;13,41;8,7;0,24
97,13 ;2,63 ;10,72;12,98;9,53;0,96
97,13 ;2,75 ;10,34;13,38;9,67;0,96
97,13 ;2,88 ;10,78;16,45;7,41;0,72
97,13 ;3,00 ;12,69;15,28;7,2;0
97,13 ;3,13 ;20,31;21,8;11,45;0
97,13 ;3,25 ;10,84;16,47;5,77;0
97,13 ;3,38 ;6,62;6,12;2,28;0
97,13 ;3,50 ;16,16;5,45;5,77;0
97,13 ;3,63 ;12,12;7,7;6,5;0
97,13 ;3,75 ;4;1,83;1,84;0
97,13 ;3,88 ;2,62;1,19;1,06;0
97,13 ;4,00 ;4,19;0,86;1,97;0,24
97,13 ;4,13 ;2,84;0,72;1,23;3,6
97,13 ;4,25 ;1,12;0,75;0,5;8,88
97,13 ;4,38 ;4,59;5,28;3,22;11,28
97,13 ;4,50 ;0,38;0,69;0,12;16,32
97,13 ;4,63 ;10,16;9,12;5,59;21,36
97,13 ;4,75 ;7,97;7,12;8,97;28,8
97,13 ;4,88 ;7,06;3,41;3,12;34,8
97,13 ;5,00 ;10,19;15,09;7,17;30,96
97,13 ;5,13 ;7,91;8,16;5,38;22,08
97,13 ;5,25 ;10,75;10,27;11,83;14,16
97,13 ;5,38 ;1,38;2,25;1,38;6,72
97,13 ;5,50 ;9,41;8,92;6,8;0
97,13 ;5,63 ;4,94;5,22;3,45;21,12
97,13 ;5,75 ;5,09;5,59;3,53;21,84
97,13 ;5,88 ;12,56;6,45;4,83;12,24
97,13 ;6,00 ;11,66;5,72;3,39;11,28
97,13 ;6,13 ;13,09;9,09;4,69;6,48
97,13 ;6,25 ;10,81;7,86;3,22;4,08
97,13 ;6,38 ;13,03;9,86;4,17;1,44
97,13 ;6,50 ;8,75;2,91;2,56;0
97,13 ;6,63 ;11,69;9,59;7,38;0
97,13 ;6,75 ;7,59;5,97;6,75;0
97,13 ;6,88 ;6,97;4,2;6,53;0
97,13 ;7,00 ;8,03;8,48;8,03;0
97,13 ;7,13 ;6,97;5,23;6;0
97,13 ;7,25 ;8,91;7,67;6,38;0
97,13 ;7,38 ;7,25;6,5;5,95;1,2
97,13 ;7,50 ;7,75;7,47;6,11;4,56
97,13 ;7,63 ;7,97;8,27;7,59;1,92
97,13 ;7,75 ;6,84;8,92;6,52;3,6
97,13 ;7,88 ;8,47;8,84;6,66;1,92
97,13 ;8,00 ;8,5;8,36;6,64;1,44
97,13 ;8,13 ;10,41;10,12;9,41;1,44
97,13 ;8,25 ;11,19;9,98;8,92;0,24
97,13 ;8,38 ;11,19;10,62;9,31;0,72
97,13 ;8,50 ;10,97;11,09;9,27;0
97,13 ;8,63 ;9,69;10,72;9,56;0
97,13 ;8,75 ;9,19;10,28;10,39;0
97,13 ;8,88 ;8,53;9,03;10,89;0
97,13 ;9,00 ;9,03;8,88;10,98;0
97,13 ;9,13 ;8,84;8,08;11,36;0
97,13 ;9,25 ;8,69;9,14;12,03;0
97,13 ;9,38 ;7,38;10,39;12,98;0
97,13 ;9,50 ;6,12;10,59;12,06;0
97,13 ;9,63 ;5,91;11,95;12,59;0
97,13 ;9,75 ;5,88;12,14;12,16;0
97,13 ;9,88 ;5,75;10,52;12,59;0
97,13 ;10,00 ;5,62;10,52;11,52;0
97,25 ;-10,00 ;19,31;34,92;25,73;43,68
97,25 ;-9,88 ;18;33,3;26,22;44,4
97,25 ;-9,75 ;13,72;35,23;26,42;45,36
97,25 ;-9,63 ;11,97;36,7;25,52;41,04
97,25 ;-9,50 ;10,41;38,64;25,17;37,92
97,25 ;-9,38 ;12,28;40,06;25,41;41,52
97,25 ;-9,25 ;13,91;40,45;24,03;41,76
97,25 ;-9,13 ;13,84;40,64;23,31;48
97,25 ;-9,00 ;15,09;40,44;26,06;70,8
97,25 ;-8,88 ;16,31;40,95;27,73;76,56
97,25 ;-8,75 ;16,62;42,23;28,72;86,4
97,25 ;-8,63 ;16,16;41,8;29,78;86,16
97,25 ;-8,50 ;17,97;41,02;31,2;57,6
97,25 ;-8,38 ;18,72;40,69;35,8;45,6
97,25 ;-8,25 ;19,16;40,2;44,11;34,8
97,25 ;-8,13 ;19,62;37,31;55,08;26,88
97,25 ;-8,00 ;18,53;33,62;52,34;15,6
97,25 ;-7,88 ;18,53;28,48;37,77;15,6
97,25 ;-7,75 ;17,53;23,09;26,03;12,72
97,25 ;-7,63 ;18,16;22,89;24,23;17,76
97,25 ;-7,50 ;16,53;20,97;17,7;34,08
97,25 ;-7,38 ;15,5;21,62;15;34,8
97,25 ;-7,25 ;15,91;22,97;16,62;26,16
97,25 ;-7,13 ;14,97;21,58;16,3;26,16
97,25 ;-7,00 ;14,78;20,62;19,22;9,12
97,25 ;-6,88 ;13,72;21,14;21,58;3,84
97,25 ;-6,75 ;14,12;20,38;20,66;2,64
97,25 ;-6,63 ;14,44;21,55;19,86;4,56
97,25 ;-6,50 ;14,62;23,25;19;2,4
97,25 ;-6,38 ;16,5;24,22;19,83;13,92
97,25 ;-6,25 ;16,47;24,62;20,55;15,6
97,25 ;-6,13 ;15,16;26,34;20,7;15,6
97,25 ;-6,00 ;13,91;27,09;23,61;14,88
97,25 ;-5,88 ;13,75;27,08;27,19;15,36
97,25 ;-5,75 ;13,12;27,77;24,12;9,36
97,25 ;-5,63 ;12,62;27,69;22,16;9,6
97,25 ;-5,50 ;12,47;28,3;20,77;3,36
97,25 ;-5,38 ;12,62;28,53;21,16;4,8
97,25 ;-5,25 ;11,41;26,55;20,86;3,6
97,25 ;-5,13 ;12,53;22,81;19,25;8,16
97,25 ;-5,00 ;12,75;19,48;16,31;7,68
97,25 ;-4,88 ;12,03;17,97;13,89;17,52
97,25 ;-4,75 ;12,28;19,25;15,94;10,56
97,25 ;-4,63 ;13,53;18,72;15,72;13,44
97,25 ;-4,50 ;14;19,34;15,14;2,4
97,25 ;-4,38 ;12,94;20,7;14,5;1,2
97,25 ;-4,25 ;13,19;21,44;14,59;1,44
97,25 ;-4,13 ;12,81;20,55;15,45;3,84
97,25 ;-4,00 ;12,12;19,42;12,97;3,36
97,25 ;-3,88 ;12,72;16,27;11,8;3,84
97,25 ;-3,75 ;13,31;14,02;10,66;2,88
97,25 ;-3,63 ;13,53;13,19;9,91;2,64
97,25 ;-3,50 ;13,53;13,23;10,98;1,2
97,25 ;-3,38 ;13,72;13,98;11,55;0,96
97,25 ;-3,25 ;14,38;14,14;10,72;0,48
97,25 ;-3,13 ;14,72;14,14;10,89;0,24
97,25 ;-3,00 ;13,44;14,69;11,52;0
97,25 ;-2,88 ;13,75;14,08;12,31;0
97,25 ;-2,75 ;12,19;12,97;13,19;0
97,25 ;-2,63 ;11,09;11,77;11,48;0
97,25 ;-2,50 ;11,56;10,52;11,78;0
97,25 ;-2,38 ;10,81;8,41;10,64;0,96
97,25 ;-2,25 ;10,59;9,38;10,22;6,96
97,25 ;-2,13 ;11,12;11;10,84;18,48
97,25 ;-2,00 ;12,34;11,22;11,09;29,76
97,25 ;-1,88 ;13,06;11,39;11,77;26,16
97,25 ;-1,75 ;13,38;11,91;11,7;24
97,25 ;-1,63 ;12,56;11,42;11,09;24,24
97,25 ;-1,50 ;12,31;10,98;11,27;14,64
97,25 ;-1,38 ;13,03;11,53;10,36;24,72
97,25 ;-1,25 ;11,66;10,75;10,92;28,8
97,25 ;-1,13 ;11,34;11,77;11,03;27,6
97,25 ;-1,00 ;10,94;10,25;11,31;26,16
97,25 ;-0,88 ;12,53;10,84;12,42;22,08
97,25 ;-0,75 ;11,34;9,23;12,44;15,6
97,25 ;-0,63 ;9,72;11,28;10,64;8,88
97,25 ;-0,50 ;10,69;10,95;12,8;13,44
97,25 ;-0,38 ;10,59;10,3;11,23;17,04
97,25 ;-0,25 ;11,47;12,41;11,25;15,12
97,25 ;-0,13 ;10,44;10,81;10,03;9,6
97,25 ;0,00 ;11,75;13,42;11,08;2,64
97,25 ;0,13 ;10,72;12,34;12,75;2,16
97,25 ;0,25 ;10,62;10,83;13,02;0,96
97,25 ;0,38 ;10,81;12,14;13,03;0,72
97,25 ;0,50 ;10,22;9,84;10,36;1,44
97,25 ;0,63 ;10,25;10,64;10,12;0,72
97,25 ;0,75 ;10,66;7,52;10,08;0,48
97,25 ;0,88 ;11,59;8,84;12,06;0
97,25 ;1,00 ;11,22;9,5;12,7;2,16
97,25 ;1,13 ;11,09;8,53;12,38;6,24
97,25 ;1,25 ;9,97;11,58;9,19;9,36
97,25 ;1,38 ;8,69;7,39;6,89;15,12
97,25 ;1,50 ;8,97;11,52;10,25;42,48
97,25 ;1,63 ;8,5;11,48;10,83;6,48
97,25 ;1,75 ;9,84;14,5;11,44;5,28
97,25 ;1,88 ;10,03;13,5;8,19;3,6
97,25 ;2,00 ;11,31;13,67;10,88;0,24
97,25 ;2,13 ;12,88;13,48;10,83;0,24
97,25 ;2,25 ;11,81;13,16;8,8;0
97,25 ;2,38 ;13,25;13,48;9,69;0
97,25 ;2,50 ;10,5;13,17;9,45;0
97,25 ;2,63 ;12,62;13,83;12,03;0,24
97,25 ;2,75 ;10,72;13,05;7,92;0,24
97,25 ;2,88 ;11,94;13,55;6,23;0
97,25 ;3,00 ;12,28;13,88;6,22;0
97,25 ;3,13 ;7,25;8,89;4,45;0
97,25 ;3,25 ;6,09;6,36;1,73;0
97,25 ;3,38 ;28,53;10,73;11,12;0
97,25 ;3,50 ;7,75;6,78;5,59;0
97,25 ;3,63 ;5,25;4,91;3,33;0,24
97,25 ;3,75 ;2;1,12;0,92;0,48
97,25 ;3,88 ;1,38;0,78;0,62;0,96
97,25 ;4,00 ;6,97;9,61;6,8;5,04
97,25 ;4,13 ;0,66;0,17;0,17;4,8
97,25 ;4,25 ;1,69;0,89;0,78;6,24
97,25 ;4,38 ;5,03;4,59;0,91;11,52
97,25 ;4,50 ;1,44;0,62;0,41;15,6
97,25 ;4,63 ;3,66;6,55;1,08;22,08
97,25 ;4,75 ;2,47;4,44;1,8;28,8
97,25 ;4,88 ;6,66;21,89;6,75;29,76
97,25 ;5,00 ;11,72;21,91;12,31;19,44
97,25 ;5,13 ;6,22;5,55;3,06;14,4
97,25 ;5,25 ;5,34;5,28;5,17;8,4
97,25 ;5,38 ;6,12;4,92;5,72;2,88
97,25 ;5,50 ;12,53;10,33;7,47;0
97,25 ;5,63 ;6;4,89;3,47;14,88
97,25 ;5,75 ;8,81;6,53;5,98;19,44
97,25 ;5,88 ;11,72;7,16;4,94;10,8
97,25 ;6,00 ;8,84;3,39;3,16;8,16
97,25 ;6,13 ;13,41;5,27;4,56;3,6
97,25 ;6,25 ;9,94;3,44;3,08;0
97,25 ;6,38 ;10,25;3,83;3,94;0
97,25 ;6,50 ;11,59;8,19;5,3;0
97,25 ;6,63 ;12;5,33;5,55;0
97,25 ;6,75 ;9,56;2,98;4,88;0
97,25 ;6,88 ;8,94;7,05;6,47;0
97,25 ;7,00 ;7,75;8,45;5,84;0
97,25 ;7,13 ;6,12;4,05;5,95;0
97,25 ;7,25 ;8,47;7,91;6,58;0
97,25 ;7,38 ;7,25;6,41;5,17;1,2
97,25 ;7,50 ;7,41;7,94;5,61;7,92
97,25 ;7,63 ;6,38;7,31;6,52;6
97,25 ;7,75 ;6,47;7,47;5,42;7,2
97,25 ;7,88 ;8,72;7,83;5,52;4,32
97,25 ;8,00 ;7,75;7,23;4,98;3,12
97,25 ;8,13 ;8,81;8,8;7,06;1,44
97,25 ;8,25 ;10,38;9,19;8,3;0,96
97,25 ;8,38 ;9,75;10,16;9,31;0,24
97,25 ;8,50 ;9,09;10,61;8,95;0
97,25 ;8,63 ;8,66;11,89;9,73;0
97,25 ;8,75 ;8,34;11,7;10,52;0
97,25 ;8,88 ;8,22;9,72;10,55;0
97,25 ;9,00 ;7,47;9,8;10,84;0
97,25 ;9,13 ;7,09;9,58;11,23;0
97,25 ;9,25 ;7,5;9,16;12,02;0
97,25 ;9,38 ;7,09;10,06;12,58;0
97,25 ;9,50 ;6,34;9,73;12,3;0
97,25 ;9,63 ;6,19;10,59;12,28;0
97,25 ;9,75 ;5,88;11,12;11,39;0
97,25 ;9,88 ;6,03;9,92;11,66;0
97,25 ;10,00 ;5,88;10,8;10,61;0
97,38 ;-10,00 ;16,09;34,59;24,44;44,16
97,38 ;-9,88 ;13,91;33,25;23,94;45,84
97,38 ;-9,75 ;13,19;32,11;25,73;42
97,38 ;-9,63 ;9,5;33,11;23,69;38,88
97,38 ;-9,50 ;8,62;36,14;24,95;44,16
97,38 ;-9,38 ;10,12;38,69;25,45;49,44
97,38 ;-9,25 ;13,88;40,47;22,69;54,72
97,38 ;-9,13 ;14,19;41,31;22,81;62,64
97,38 ;-9,00 ;13,88;41,11;26,17;80,16
97,38 ;-8,88 ;14,69;39,55;27,8;94,56
97,38 ;-8,75 ;17,03;38,92;26,34;100,8
97,38 ;-8,63 ;16,06;37,78;27,92;102,96
97,38 ;-8,50 ;17,81;37,47;29,11;63,84
97,38 ;-8,38 ;18,19;36,45;34,44;45,12
97,38 ;-8,25 ;18,09;36,94;43,88;39,6
97,38 ;-8,13 ;18,41;35,64;45,41;32,16
97,38 ;-8,00 ;16,66;30,98;34,41;15,36
97,38 ;-7,88 ;16,59;24,91;24,31;14,16
97,38 ;-7,75 ;17,03;21,09;20,36;15,12
97,38 ;-7,63 ;16,12;21,12;18,2;18,48
97,38 ;-7,50 ;15,72;19,66;15,44;29,76
97,38 ;-7,38 ;15,03;21;15,05;31,92
97,38 ;-7,25 ;15,47;21,31;15,52;28,32
97,38 ;-7,13 ;15,19;20,47;16,64;25,68
97,38 ;-7,00 ;14,75;23,59;20,3;7,92
97,38 ;-6,88 ;14,38;22,34;21,02;4,08
97,38 ;-6,75 ;15,34;21,48;21,95;2,4
97,38 ;-6,63 ;16,47;20,59;21,19;1,68
97,38 ;-6,50 ;16,66;19,08;20,3;8,16
97,38 ;-6,38 ;14,72;21;19,78;11,04
97,38 ;-6,25 ;12,91;22,55;23,67;18,24
97,38 ;-6,13 ;13,91;23,45;26,86;15,12
97,38 ;-6,00 ;13,22;23,66;29,84;22,8
97,38 ;-5,88 ;12,84;23,7;26,75;22,8
97,38 ;-5,75 ;11,66;23,52;23,16;16,8
97,38 ;-5,63 ;11,72;24,36;20,33;11,04
97,38 ;-5,50 ;10,75;24,61;19,14;4,32
97,38 ;-5,38 ;9,69;24,95;18,34;3,36
97,38 ;-5,25 ;10,97;24,48;19,39;4,8
97,38 ;-5,13 ;11,44;20,38;19,7;8,64
97,38 ;-5,00 ;12,06;18,25;16,95;11,76
97,38 ;-4,88 ;12,91;16,27;16;16,8
97,38 ;-4,75 ;12,88;15,94;18,09;17,76
97,38 ;-4,63 ;12,09;15,2;17,42;12,96
97,38 ;-4,50 ;12,31;17,06;17,44;8,16
97,38 ;-4,38 ;12,81;17,47;16,73;3,36
97,38 ;-4,25 ;12,84;17,86;15,52;4,56
97,38 ;-4,13 ;11,59;18,27;13,09;3,36
97,38 ;-4,00 ;11,78;18,53;10,52;1,68
97,38 ;-3,88 ;11,91;15,55;9,98;3,6
97,38 ;-3,75 ;12,62;12,94;9,23;3,36
97,38 ;-3,63 ;13,69;13,28;10,59;2,88
97,38 ;-3,50 ;12,84;12,59;9,84;1,92
97,38 ;-3,38 ;13,75;12,86;10;1,68
97,38 ;-3,25 ;13,53;13,16;9,88;1,2
97,38 ;-3,13 ;14,09;13,8;10,91;0,48
97,38 ;-3,00 ;13,75;13,23;12,7;2,16
97,38 ;-2,88 ;12,72;12,53;12,53;1,44
97,38 ;-2,75 ;11,25;11,41;13,52;2,16
97,38 ;-2,63 ;11,78;10,92;12,11;3,84
97,38 ;-2,50 ;11,84;9,75;11,61;0
97,38 ;-2,38 ;11,06;8,55;10,48;0
97,38 ;-2,25 ;11,09;8,95;10;3,12
97,38 ;-2,13 ;11,5;9,78;9,78;11,52
97,38 ;-2,00 ;12,03;10,7;10,38;31,2
97,38 ;-1,88 ;12,31;11,22;11,81;25,92
97,38 ;-1,75 ;12,62;11,55;11,09;19,2
97,38 ;-1,63 ;11,09;11,05;11,14;16,8
97,38 ;-1,50 ;11,06;10,36;10,22;13,68
97,38 ;-1,38 ;10,56;10,77;8,92;15,84
97,38 ;-1,25 ;10,28;10,64;9,42;22,56
97,38 ;-1,13 ;10,62;11,16;10,2;22,08
97,38 ;-1,00 ;10,12;9,3;11,89;21,84
97,38 ;-0,88 ;11,06;10,88;12,7;14,88
97,38 ;-0,75 ;9,72;9,8;11,91;12,96
97,38 ;-0,63 ;9,5;10,75;12,16;12,72
97,38 ;-0,50 ;9,88;11,36;11,91;18
97,38 ;-0,38 ;9,03;9,88;10,03;17,04
97,38 ;-0,25 ;10,44;11,27;11,97;12
97,38 ;-0,13 ;10,62;10,14;11,36;7,2
97,38 ;0,00 ;11,09;13,12;12,97;2,4
97,38 ;0,13 ;10,34;11,89;13,2;1,92
97,38 ;0,25 ;10,56;10,67;12,92;0,96
97,38 ;0,38 ;10,88;10,72;12,42;0,72
97,38 ;0,50 ;9,56;9,12;10,52;0,96
97,38 ;0,63 ;11,47;10,64;11,39;0,48
97,38 ;0,75 ;10,59;9,23;10,08;0,48
97,38 ;0,88 ;11,94;11,47;11,66;0
97,38 ;1,00 ;12,5;10,98;10,83;2,4
97,38 ;1,13 ;9,34;12,12;9,3;7,68
97,38 ;1,25 ;13,16;11,59;9,89;17,04
97,38 ;1,38 ;15,25;12,8;11,14;33,12
97,38 ;1,50 ;9,31;9,09;7,66;24,48
97,38 ;1,63 ;9,69;11,34;10,53;11,04
97,38 ;1,75 ;10,78;14,55;10,12;5,04
97,38 ;1,88 ;11,09;15,62;9,48;1,68
97,38 ;2,00 ;11,59;13,95;10,67;0
97,38 ;2,13 ;10,91;13,84;8,3;0,24
97,38 ;2,25 ;12,28;12,77;8,11;0
97,38 ;2,38 ;11,78;12,3;8,91;0
97,38 ;2,50 ;13;14,05;9,09;0
97,38 ;2,63 ;13,84;16,39;10,45;0
97,38 ;2,75 ;11,75;13,69;8,34;0
97,38 ;2,88 ;16,56;16,83;9,94;0
97,38 ;3,00 ;8,94;11,91;4,02;0
97,38 ;3,13 ;20,56;12,27;9,05;0
97,38 ;3,25 ;18,88;12,61;11,91;0
97,38 ;3,38 ;5,25;5,89;2,56;0
97,38 ;3,50 ;3,19;1,62;2,06;0,96
97,38 ;3,63 ;5,53;1,84;1,91;1,92
97,38 ;3,75 ;2,72;1,3;0,91;0,72
97,38 ;3,88 ;21,59;12,66;13,28;3,36
97,38 ;4,00 ;7,28;2,14;0,95;7,2
97,38 ;4,13 ;1,25;0,78;0,42;6,24
97,38 ;4,25 ;3,34;2,62;1,3;5,28
97,38 ;4,38 ;10,09;9,27;6,97;8,88
97,38 ;4,50 ;4,19;10,94;2,45;12,72
97,38 ;4,63 ;15,31;12,89;5,64;18,48
97,38 ;4,75 ;6,47;8,17;5,62;21,6
97,38 ;4,88 ;7,16;7,7;8,48;21,6
97,38 ;5,00 ;7;10,64;2,33;9,12
97,38 ;5,13 ;7,94;3,39;5,02;5,52
97,38 ;5,25 ;8,38;14,39;8,64;3,6
97,38 ;5,38 ;3,78;6,39;3,14;0
97,38 ;5,50 ;5,28;6,75;5,59;2,88
97,38 ;5,63 ;6,44;6,77;5,08;11,04
97,38 ;5,75 ;8,16;9,41;5,94;16,56
97,38 ;5,88 ;6,66;8,11;3,5;10,32
97,38 ;6,00 ;8,66;5,73;4,19;2,88
97,38 ;6,13 ;10,5;6,23;3,94;1,2
97,38 ;6,25 ;7,75;3,75;3,06;0
97,38 ;6,38 ;9,06;7;4,55;0
97,38 ;6,50 ;10,53;7,39;3,95;0
97,38 ;6,63 ;9,12;3,42;3,83;0
97,38 ;6,75 ;10,28;6,2;6,19;0
97,38 ;6,88 ;8,25;6,22;5,58;0
97,38 ;7,00 ;5,44;5,91;4,47;0
97,38 ;7,13 ;7,94;5,53;7,55;0
97,38 ;7,25 ;7,59;6,69;6,59;0
97,38 ;7,38 ;7,19;5,06;4,33;0
97,38 ;7,50 ;7,41;7,44;4,95;2,88
97,38 ;7,63 ;6,5;5,56;5,08;2,88
97,38 ;7,75 ;7,25;7,89;5,27;2,64
97,38 ;7,88 ;8,53;8,89;4,98;3,84
97,38 ;8,00 ;7,62;7,36;5,89;2,16
97,38 ;8,13 ;7,84;6,61;4,77;1,2
97,38 ;8,25 ;7,75;7,16;6,67;0
97,38 ;8,38 ;7,69;9,42;8,28;0
97,38 ;8,50 ;7,44;10,83;8,45;0
97,38 ;8,63 ;7,31;11,95;9,44;0
97,38 ;8,75 ;6,78;11,61;9,14;0
97,38 ;8,88 ;6,75;10,06;8,94;0
97,38 ;9,00 ;6,5;9,17;8,97;0
97,38 ;9,13 ;6,19;10,19;9;0
97,38 ;9,25 ;6,5;10,88;9,81;0
97,38 ;9,38 ;6,31;10,55;10,75;0
97,38 ;9,50 ;6,34;10,45;11,41;0
97,38 ;9,63 ;6,28;10,23;11,09;0
97,38 ;9,75 ;6;10,88;11,12;0
97,38 ;9,88 ;6,09;10,91;12,48;0
97,38 ;10,00 ;5,56;10,78;10,5;0
97,50 ;-10,00 ;13,19;36,48;23,03;38,4
97,50 ;-9,88 ;12,44;35,23;23,19;34,8
97,50 ;-9,75 ;12,5;32,67;24,91;38,4
97,50 ;-9,63 ;8,75;32,58;24,81;40,08
97,50 ;-9,50 ;8,56;34,31;25,25;47,28
97,50 ;-9,38 ;9,56;37,86;25,62;50,4
97,50 ;-9,25 ;13,72;40,52;22,84;60,48
97,50 ;-9,13 ;13,53;39,62;23,8;62,88
97,50 ;-9,00 ;14,28;39,25;25,16;81,36
97,50 ;-8,88 ;13,62;36,48;25,27;89,04
97,50 ;-8,75 ;15,44;35,45;22,64;92,64
97,50 ;-8,63 ;16,25;34,62;24,03;91,44
97,50 ;-8,50 ;16,88;34,08;27,31;50,4
97,50 ;-8,38 ;17,16;33,66;34,8;35,52
97,50 ;-8,25 ;16,5;34,59;37,83;27,12
97,50 ;-8,13 ;16,84;31,3;32,92;25,2
97,50 ;-8,00 ;15,59;27,84;25,25;20,4
97,50 ;-7,88 ;16,03;23,05;20,48;13,2
97,50 ;-7,75 ;16,59;18,66;16,61;7,44
97,50 ;-7,63 ;14,53;14,98;13,09;8,16
97,50 ;-7,50 ;15;16,97;13,92;27,6
97,50 ;-7,38 ;13,97;18,94;14,53;38,88
97,50 ;-7,25 ;12,06;19,66;15,78;30,48
97,50 ;-7,13 ;12,03;20,14;18,83;24,72
97,50 ;-7,00 ;12,19;19,91;20,08;9,12
97,50 ;-6,88 ;11,69;21,75;19,25;5,52
97,50 ;-6,75 ;13,56;21,56;21,27;4,32
97,50 ;-6,63 ;13,34;18,69;20,67;7,2
97,50 ;-6,50 ;13,69;18,78;20,33;9,12
97,50 ;-6,38 ;14,16;19,94;21,91;12,24
97,50 ;-6,25 ;13,16;20,77;24,2;14,88
97,50 ;-6,13 ;12,06;20,06;26,52;21,6
97,50 ;-6,00 ;11,41;20,64;25,64;28,08
97,50 ;-5,88 ;10,97;22,08;20,14;30,96
97,50 ;-5,75 ;10,44;21,27;21,62;33,6
97,50 ;-5,63 ;9,94;21,7;18,33;32,16
97,50 ;-5,50 ;10,41;21,84;17,36;17,76
97,50 ;-5,38 ;9,44;22,47;19,06;15,36
97,50 ;-5,25 ;9,66;22,53;17,66;18
97,50 ;-5,13 ;10,72;19,19;15,67;20,64
97,50 ;-5,00 ;10,75;17,92;14;25,2
97,50 ;-4,88 ;10,94;16,02;14,45;27,36
97,50 ;-4,75 ;10,44;14,09;14,11;33,84
97,50 ;-4,63 ;10,69;14;13,11;36,96
97,50 ;-4,50 ;11,41;13,84;12,67;21,84
97,50 ;-4,38 ;11,38;15,2;13;25,44
97,50 ;-4,25 ;10,81;16,59;14,23;27,84
97,50 ;-4,13 ;11,09;17,8;11,38;15,6
97,50 ;-4,00 ;11,25;18,69;9,23;2,16
97,50 ;-3,88 ;11,78;15,94;8,48;0,72
97,50 ;-3,75 ;12,19;13,39;7,27;1,2
97,50 ;-3,63 ;12,91;13,66;7,22;1,92
97,50 ;-3,50 ;12,78;12,62;7,48;2,64
97,50 ;-3,38 ;14,34;13,38;8,31;2,16
97,50 ;-3,25 ;13,41;12,36;10,02;1,44
97,50 ;-3,13 ;12,78;13,56;10,78;0,72
97,50 ;-3,00 ;13,34;12,14;12,02;7,2
97,50 ;-2,88 ;12,03;12;11,94;6,72
97,50 ;-2,75 ;12,38;12,34;12,73;6,48
97,50 ;-2,63 ;12,22;10,38;11,73;4,8
97,50 ;-2,50 ;10,56;8,69;10,3;1,44
97,50 ;-2,38 ;11,09;9,09;10,34;1,44
97,50 ;-2,25 ;11,44;9,77;10,86;1,92
97,50 ;-2,13 ;11,06;10,11;10,7;3,6
97,50 ;-2,00 ;10,66;10,7;10,92;3,36
97,50 ;-1,88 ;11,34;11,08;10,75;2,64
97,50 ;-1,75 ;10,84;11,28;10,91;1,2
97,50 ;-1,63 ;10,12;10,3;11,38;1,92
97,50 ;-1,50 ;10,28;9,91;10,28;10,32
97,50 ;-1,38 ;9,44;10,53;10,59;13,68
97,50 ;-1,25 ;9,88;10,7;10,94;10,8
97,50 ;-1,13 ;10,44;10,34;11;12
97,50 ;-1,00 ;10,22;8,53;11,31;15,84
97,50 ;-0,88 ;9,91;10,83;11,41;14,4
97,50 ;-0,75 ;9,09;10,38;10,05;16,56
97,50 ;-0,63 ;8,91;9,83;11,05;24,96
97,50 ;-0,50 ;9,09;12,45;12,08;22,08
97,50 ;-0,38 ;8,69;12,03;12,05;14,88
97,50 ;-0,25 ;9,56;12,14;12,09;7,44
